order_id,order_date_us,City,zip_code,restaurant,Delivery,distance_miles,order_amount_usd,delivery_time_min,customer_rating,repeat_customer,num_past_orders,days_since_last_order,order_frequency_90d
543,04/21/2024,Boston,2118,Home Catering,Self Delivery,11.12,124.98,81,3.1,0,5,88,0
544,02/27/2024,Manchester,3103,Home Catering,Self Delivery,4.39,30.73,36,3.4,1,4,32,2
545,04/30/2024,Lowell,1852,Home Catering,Pickup,4.42,36.71,70,4.9,1,3,53,4
546,08/10/2024,Portland,4101,Home Catering,Self Delivery,1.05,71.76,52,3.5,1,3,26,2
547,06/15/2024,Salem,1970,Home Catering,Self Delivery,13.87,154.66,35,3.7,0,1,83,1
548,01/08/2024,Worcester,1608,Home Catering,Self Delivery,5.07,186.09,69,3.3,1,4,54,2
549,03/26/2024,Portland,4101,Home Catering,Self Delivery,11.69,89.72,43,4.9,0,4,78,0
550,05/21/2024,Manchester,3103,Home Catering,Self Delivery,7.17,182.2,63,4.3,1,3,15,2
551,10/26/2024,Portland,4101,Home Catering,Pickup,10.3,119.52,23,3.1,0,2,58,3
552,03/02/2024,Cambridge,2139,Home Catering,Self Delivery,11.37,69.56,84,3.9,0,5,44,3
553,07/21/2024,Boston,2118,Home Catering,Self Delivery,1.31,195.11,71,5.0,1,1,77,0
554,05/04/2024,Springfield,1103,Home Catering,Self Delivery,9.21,80.04,49,3.8,0,7,78,0
555,01/05/2024,Concord,3301,Home Catering,Self Delivery,6.78,77.47,52,4.8,1,3,56,1
556,01/22/2024,Cambridge,2139,Home Catering,Pickup,3.02,69.29,32,4.2,0,4,37,2
557,10/24/2024,Boston,2118,Home Catering,Self Delivery,13.53,110.14,47,4.0,0,2,75,0
558,08/31/2024,Salem,1970,Home Catering,Self Delivery,13.5,93.2,27,4.1,0,0,58,0
559,03/20/2024,Springfield,1103,Home Catering,Self Delivery,9.14,40.05,30,4.2,0,4,37,1
560,07/09/2024,Lowell,1852,Home Catering,Self Delivery,14.63,116.17,75,4.0,0,3,31,2
561,02/15/2024,Worcester,1608,Home Catering,Self Delivery,9.43,81.76,67,3.7,0,4,20,2
562,05/07/2024,Worcester,1608,Home Catering,Self Delivery,3.0,42.11,81,3.7,0,3,44,1
563,03/21/2024,Providence,2903,Home Catering,Pickup,6.1,41.36,39,4.1,0,1,82,0
564,09/12/2024,Lowell,1852,Home Catering,Self Delivery,1.97,53.93,88,4.4,0,0,63,0
565,02/16/2024,Concord,3301,Home Catering,Self Delivery,12.02,74.14,50,4.8,1,3,44,1
566,06/22/2024,Concord,3301,Home Catering,Self Delivery,13.72,185.98,33,3.4,0,2,71,1
567,01/31/2024,Boston,2118,Home Catering,Self Delivery,3.36,191.03,88,4.7,1,6,33,2
568,01/31/2024,Salem,1970,Home Catering,Self Delivery,4.24,51.39,35,5.0,1,2,56,1
569,07/01/2024,Cambridge,2139,Home Catering,Self Delivery,7.02,151.41,68,3.8,1,4,56,0
570,03/19/2024,Concord,3301,Home Catering,Self Delivery,2.12,194.84,61,4.3,1,3,60,3
571,10/01/2024,Portland,4101,Home Catering,Pickup,5.1,114.4,30,4.1,1,7,3,5
572,02/24/2024,Worcester,1608,Home Catering,Pickup,12.63,56.79,30,4.8,1,5,27,3
573,03/05/2024,Springfield,1103,Home Catering,Self Delivery,9.51,115.5,41,4.6,0,4,2,5
574,09/06/2024,Salem,1970,Home Catering,Self Delivery,2.49,44.9,40,4.8,0,1,54,0
575,04/29/2024,Nashua,3060,Home Catering,Self Delivery,13.76,100.32,31,3.2,1,6,64,4
576,06/11/2024,Springfield,1103,Home Catering,Self Delivery,5.53,123.48,74,4.7,0,1,49,0
577,10/12/2024,Providence,2903,Home Catering,Pickup,3.93,109.38,72,4.1,0,2,44,1
578,06/26/2024,Providence,2903,Home Catering,Self Delivery,12.12,33.16,86,3.2,0,1,77,0
579,08/12/2024,Worcester,1608,Home Catering,Self Delivery,12.63,180.71,89,3.7,0,3,76,1
580,04/08/2024,Springfield,1103,Home Catering,Pickup,7.06,162.14,84,4.6,0,2,53,1
581,01/11/2024,Nashua,3060,Home Catering,Self Delivery,4.12,105.08,86,3.1,0,1,68,1
582,07/12/2024,Concord,3301,Home Catering,Pickup,3.58,64.92,71,4.4,1,0,33,1
583,07/02/2024,Concord,3301,Home Catering,Pickup,3.83,66.11,52,4.2,1,1,77,2
584,03/09/2024,Manchester,3103,Home Catering,Self Delivery,5.81,114.37,55,4.4,0,1,92,2
585,05/08/2024,Concord,3301,Home Catering,Pickup,7.67,188.38,37,3.6,0,5,55,3
586,01/21/2024,Nashua,3060,Home Catering,Self Delivery,2.22,71.04,87,4.6,0,2,13,1
587,09/05/2024,Providence,2903,Home Catering,Self Delivery,3.22,55.72,74,3.8,1,6,28,4
588,08/12/2024,Cambridge,2139,Home Catering,Self Delivery,2.96,136.01,33,3.9,1,2,72,0
589,10/13/2024,Worcester,1608,Home Catering,Self Delivery,3.37,107.7,86,4.8,1,5,36,3
590,05/30/2024,Manchester,3103,Home Catering,Self Delivery,8.21,196.14,79,4.9,0,2,75,2
591,10/04/2024,Concord,3301,Home Catering,Pickup,5.25,100.25,48,3.6,0,1,66,1
592,09/07/2024,Nashua,3060,Home Catering,Self Delivery,11.44,94.88,73,4.5,1,1,30,3
593,04/07/2024,Nashua,3060,Home Catering,Self Delivery,11.89,100.89,87,3.5,0,2,55,1
594,10/17/2024,Springfield,1103,Home Catering,Self Delivery,14.5,104.58,22,3.7,0,3,32,2
595,04/05/2024,Lowell,1852,Home Catering,Self Delivery,13.48,178.9,59,4.1,1,2,56,0
596,10/05/2024,Concord,3301,Home Catering,Pickup,2.56,146.49,74,4.7,1,1,38,2
597,06/27/2024,Portland,4101,Home Catering,Self Delivery,8.63,182.72,79,4.0,1,5,63,4
598,06/14/2024,Lowell,1852,Home Catering,Self Delivery,10.43,51.37,24,4.8,1,5,97,1
599,08/27/2024,Manchester,3103,Home Catering,Pickup,12.88,70.31,42,3.4,0,2,26,1
600,05/20/2024,Salem,1970,Home Catering,Self Delivery,6.62,88.1,84,4.6,1,1,11,2
601,10/10/2024,Manchester,3103,Home Catering,Self Delivery,1.61,160.13,42,4.5,1,3,50,1
602,03/23/2024,Portland,4101,Home Catering,Pickup,1.48,168.96,63,3.4,0,0,29,0
603,02/05/2024,Providence,2903,Home Catering,Self Delivery,9.88,35.06,26,3.5,0,2,55,1
604,09/28/2024,Springfield,1103,Home Catering,Self Delivery,9.07,156.11,57,4.9,1,6,64,2
605,03/20/2024,Portland,4101,Home Catering,Self Delivery,9.09,102.18,53,4.6,1,7,79,2
606,08/18/2024,Portland,4101,Home Catering,Self Delivery,3.55,43.55,89,4.8,0,3,59,1
607,05/31/2024,Providence,2903,Home Catering,Self Delivery,6.53,194.1,37,5.0,0,3,51,1
608,05/14/2024,Springfield,1103,Home Catering,Self Delivery,8.24,180.41,68,3.7,0,3,10,2
609,10/04/2024,Boston,2118,Home Catering,Self Delivery,7.0,183.41,21,4.8,0,1,55,1
610,07/06/2024,Nashua,3060,Home Catering,Pickup,2.42,85.46,43,3.0,0,3,51,2
611,08/20/2024,Portland,4101,Home Catering,Self Delivery,5.01,63.81,52,3.5,1,4,62,2
612,01/01/2024,Lowell,1852,Home Catering,Pickup,11.13,116.21,43,3.6,0,4,45,0
613,09/16/2024,Cambridge,2139,Home Catering,Self Delivery,12.98,111.38,48,3.3,0,1,46,1
614,07/13/2024,Providence,2903,Home Catering,Self Delivery,10.92,121.37,62,3.2,0,3,30,0
615,04/04/2024,Providence,2903,Home Catering,Self Delivery,6.41,186.36,83,3.1,0,0,9,1
616,01/10/2024,Worcester,1608,Home Catering,Self Delivery,8.37,68.73,52,3.1,0,2,32,1
617,07/05/2024,Springfield,1103,Home Catering,Pickup,2.72,80.37,83,4.2,0,4,23,1
618,05/02/2024,Lowell,1852,Home Catering,Self Delivery,6.59,93.44,38,4.0,1,6,56,2
619,06/13/2024,Portland,4101,Home Catering,Self Delivery,7.47,148.33,86,4.0,0,3,44,1
620,02/02/2024,Nashua,3060,Home Catering,Pickup,11.9,74.98,21,4.3,1,2,39,2
621,10/02/2024,Nashua,3060,Home Catering,Pickup,9.13,57.94,24,3.9,0,4,35,1
622,07/17/2024,Boston,2118,Home Catering,Self Delivery,11.44,166.28,60,3.6,0,2,0,1
623,04/07/2024,Nashua,3060,Home Catering,Self Delivery,2.35,71.94,22,4.5,1,4,75,3
624,09/25/2024,Boston,2118,Home Catering,Self Delivery,10.68,53.05,72,4.8,0,2,34,1
625,09/11/2024,Providence,2903,Home Catering,Self Delivery,4.55,185.58,59,4.0,1,6,31,4
626,10/09/2024,Springfield,1103,Home Catering,Self Delivery,3.74,180.81,36,4.5,1,2,20,2
627,03/19/2024,Nashua,3060,Home Catering,Pickup,6.11,101.72,30,3.2,0,0,74,1
628,05/24/2024,Nashua,3060,Home Catering,Pickup,13.97,146.67,39,3.7,1,5,57,1
629,06/14/2024,Providence,2903,Home Catering,Pickup,14.25,68.32,77,4.5,1,3,38,1
630,07/28/2024,Portland,4101,Home Catering,Self Delivery,12.64,148.2,85,4.8,0,2,52,0
631,06/13/2024,Salem,1970,Home Catering,Pickup,6.8,116.04,82,3.3,0,5,83,2
632,02/26/2024,Providence,2903,Home Catering,Self Delivery,6.96,53.41,41,5.0,1,4,53,1
633,02/19/2024,Lowell,1852,Home Catering,Self Delivery,4.17,31.69,81,3.0,1,4,51,1
634,09/24/2024,Boston,2118,Home Catering,Self Delivery,10.75,195.66,54,4.4,1,7,21,4
635,02/04/2024,Nashua,3060,Home Catering,Pickup,12.54,39.1,75,4.0,0,2,17,1
636,01/23/2024,Nashua,3060,Home Catering,Pickup,7.97,184.75,89,4.0,0,2,56,0
637,03/07/2024,Boston,2118,Home Catering,Pickup,5.15,62.79,57,4.6,0,5,56,2
638,04/01/2024,Manchester,3103,Home Catering,Self Delivery,5.45,130.52,63,4.8,1,4,66,3
639,01/17/2024,Providence,2903,Home Catering,Self Delivery,14.14,183.24,42,4.1,0,3,15,0
640,04/13/2024,Lowell,1852,Home Catering,Self Delivery,3.16,125.2,31,4.1,1,2,27,2
641,02/24/2024,Salem,1970,Home Catering,Self Delivery,1.41,90.1,69,4.8,1,4,28,4
642,09/05/2024,Cambridge,2139,Home Catering,Self Delivery,8.72,114.99,33,4.8,1,4,44,3
643,04/08/2024,Portland,4101,Home Catering,Pickup,5.65,53.52,74,4.9,1,5,32,5
644,02/20/2024,Boston,2118,Home Catering,Self Delivery,11.41,54.91,66,3.8,0,1,57,0
645,01/17/2024,Concord,3301,Home Catering,Self Delivery,5.87,35.97,67,3.0,0,2,68,0
646,10/19/2024,Providence,2903,Home Catering,Self Delivery,14.95,146.25,21,3.0,0,1,26,3
647,07/17/2024,Concord,3301,Home Catering,Self Delivery,2.5,116.82,39,4.4,1,4,78,0
648,09/07/2024,Cambridge,2139,Home Catering,Pickup,7.02,38.63,61,3.0,0,1,68,0
649,09/26/2024,Providence,2903,Home Catering,Self Delivery,14.33,90.93,75,3.9,0,3,53,0
650,05/11/2024,Worcester,1608,Home Catering,Self Delivery,1.62,165.69,53,4.4,0,1,92,0
651,01/26/2024,Nashua,3060,Home Catering,Self Delivery,12.94,104.44,78,3.7,0,2,86,1
652,07/06/2024,Manchester,3103,Home Catering,Self Delivery,1.73,174.21,63,3.4,1,5,73,1
653,04/23/2024,Salem,1970,Home Catering,Self Delivery,13.3,189.27,68,3.2,0,4,0,2
654,02/06/2024,Providence,2903,Home Catering,Self Delivery,6.32,135.26,68,4.8,1,3,81,2
655,01/07/2024,Concord,3301,Home Catering,Self Delivery,14.92,176.76,35,4.2,0,3,65,2
656,04/16/2024,Worcester,1608,Home Catering,Pickup,2.92,136.43,58,4.4,1,5,85,3
657,09/08/2024,Manchester,3103,Home Catering,Self Delivery,2.01,109.98,69,3.4,1,3,79,1
658,02/10/2024,Cambridge,2139,Home Catering,Self Delivery,5.58,173.34,61,3.0,0,2,91,0
659,08/27/2024,Manchester,3103,Home Catering,Self Delivery,7.69,173.55,32,4.0,1,1,72,1
660,02/01/2024,Boston,2118,Home Catering,Pickup,12.05,169.57,81,4.7,0,2,86,0
661,07/03/2024,Cambridge,2139,Home Catering,Self Delivery,11.24,127.37,76,3.5,0,1,89,2
662,10/12/2024,Lowell,1852,Home Catering,Self Delivery,4.61,188.21,50,4.3,1,2,54,2
663,07/31/2024,Salem,1970,Home Catering,Self Delivery,1.21,80.58,23,4.9,0,1,28,0
664,07/07/2024,Boston,2118,Home Catering,Pickup,4.8,197.5,21,3.4,1,3,48,1
665,01/30/2024,Springfield,1103,Home Catering,Pickup,3.2,61.97,63,4.7,0,3,57,2
666,05/16/2024,Cambridge,2139,Home Catering,Self Delivery,6.48,96.14,71,4.4,1,6,51,2
667,09/27/2024,Springfield,1103,Home Catering,Self Delivery,3.26,146.65,20,4.1,1,5,25,2
668,01/21/2024,Nashua,3060,Home Catering,Self Delivery,1.24,198.1,44,4.8,1,6,7,4
669,02/06/2024,Providence,2903,Home Catering,Self Delivery,1.87,39.93,20,3.4,1,1,35,2
670,06/04/2024,Worcester,1608,Home Catering,Self Delivery,7.62,123.22,64,3.6,0,2,71,1
671,02/09/2024,Worcester,1608,Home Catering,Self Delivery,1.15,88.5,48,4.5,1,4,86,1
672,04/20/2024,Concord,3301,Home Catering,Pickup,14.94,181.43,41,5.0,1,2,73,1
673,09/22/2024,Salem,1970,Home Catering,Pickup,3.75,146.39,78,3.8,0,1,81,0
674,02/19/2024,Lowell,1852,Home Catering,Self Delivery,10.12,91.47,56,4.6,0,4,58,0
675,02/21/2024,Cambridge,2139,Home Catering,Pickup,4.09,156.57,60,4.2,0,4,25,0
676,04/28/2024,Cambridge,2139,Home Catering,Pickup,11.92,143.64,53,4.3,1,1,40,2
677,09/29/2024,Springfield,1103,Home Catering,Self Delivery,5.55,94.21,57,4.0,1,4,29,5
678,07/16/2024,Salem,1970,Home Catering,Pickup,4.52,80.02,41,4.7,1,3,40,2
679,04/07/2024,Nashua,3060,Home Catering,Self Delivery,13.63,66.99,51,3.6,0,1,56,1
680,04/08/2024,Nashua,3060,Home Catering,Pickup,12.7,174.15,89,3.7,0,2,58,2
681,09/26/2024,Portland,4101,Home Catering,Pickup,1.75,171.3,34,4.6,1,1,77,0
682,05/07/2024,Boston,2118,Home Catering,Self Delivery,8.66,91.42,43,4.5,1,2,44,2
683,10/18/2024,Boston,2118,Home Catering,Self Delivery,13.36,38.25,33,4.1,0,2,11,2
684,04/01/2024,Manchester,3103,Home Catering,Pickup,13.52,167.26,26,4.1,0,3,50,0
685,10/12/2024,Manchester,3103,Home Catering,Self Delivery,9.55,197.02,54,4.5,0,4,60,0
686,10/12/2024,Worcester,1608,Home Catering,Pickup,8.51,89.09,54,4.3,1,4,79,1
687,07/31/2024,Cambridge,2139,Home Catering,Pickup,6.36,180.08,27,4.0,1,0,43,1
688,02/24/2024,Lowell,1852,Home Catering,Self Delivery,11.6,36.68,32,3.3,0,3,70,0
689,10/22/2024,Nashua,3060,Home Catering,Pickup,14.44,93.98,37,4.5,0,0,65,0
690,07/02/2024,Portland,4101,Home Catering,Self Delivery,10.02,58.8,63,3.4,0,3,55,1
691,08/22/2024,Portland,4101,Home Catering,Self Delivery,2.94,34.52,78,4.6,0,1,78,0
692,08/06/2024,Worcester,1608,Home Catering,Pickup,10.71,198.59,25,4.7,0,4,46,0
693,02/23/2024,Portland,4101,Home Catering,Self Delivery,3.58,32.84,28,5.0,1,5,33,3
694,03/26/2024,Salem,1970,Home Catering,Self Delivery,4.85,41.21,29,4.8,0,1,59,0
695,04/02/2024,Springfield,1103,Home Catering,Self Delivery,11.76,173.7,56,4.0,0,3,37,2
696,10/08/2024,Cambridge,2139,Home Catering,Self Delivery,6.85,55.11,58,3.3,0,3,60,2
697,07/24/2024,Portland,4101,Home Catering,Self Delivery,2.18,53.5,74,4.5,1,3,40,1
698,09/15/2024,Salem,1970,Home Catering,Self Delivery,4.15,42.91,43,4.5,0,2,59,1
699,06/21/2024,Worcester,1608,Home Catering,Self Delivery,4.29,45.16,51,4.6,1,3,52,1
700,03/21/2024,Providence,2903,Home Catering,Self Delivery,4.18,80.57,89,3.6,1,3,59,1
701,09/30/2024,Portland,4101,Home Catering,Self Delivery,2.58,93.33,42,4.9,1,4,50,0
702,08/14/2024,Concord,3301,Home Catering,Self Delivery,9.76,105.51,65,3.5,0,3,38,3
703,06/29/2024,Concord,3301,Home Catering,Pickup,12.64,130.07,20,4.7,0,1,61,0
704,06/10/2024,Manchester,3103,Home Catering,Self Delivery,13.74,99.19,32,4.1,1,2,54,2
705,10/08/2024,Boston,2118,Home Catering,Self Delivery,3.29,177.77,74,4.8,1,4,54,1
706,06/15/2024,Lowell,1852,Home Catering,Self Delivery,8.49,128.43,42,5.0,1,1,74,4
707,07/09/2024,Springfield,1103,Home Catering,Pickup,11.42,31.49,29,4.5,1,4,35,1
708,07/30/2024,Cambridge,2139,Home Catering,Self Delivery,8.28,123.8,85,4.4,0,2,58,0
709,08/08/2024,Lowell,1852,Home Catering,Self Delivery,10.55,140.1,88,4.3,0,1,28,0
710,06/14/2024,Boston,2118,Home Catering,Self Delivery,13.16,151.51,52,3.2,1,5,57,2
711,05/03/2024,Portland,4101,Home Catering,Self Delivery,3.14,46.07,32,4.7,1,6,27,2
712,10/15/2024,Portland,4101,Home Catering,Pickup,13.27,86.02,45,5.0,0,1,54,0
713,10/06/2024,Salem,1970,Home Catering,Pickup,10.99,87.69,64,3.5,1,7,42,2
714,04/19/2024,Providence,2903,Home Catering,Self Delivery,3.39,137.09,37,4.3,0,4,55,2
715,07/11/2024,Providence,2903,Home Catering,Pickup,5.58,161.37,56,3.0,0,3,43,1
716,10/08/2024,Manchester,3103,Home Catering,Pickup,10.49,136.92,79,3.7,0,3,43,1
717,05/10/2024,Manchester,3103,Home Catering,Self Delivery,10.5,94.59,68,3.9,0,0,88,0
718,07/03/2024,Worcester,1608,Home Catering,Self Delivery,12.85,103.21,70,4.4,0,3,60,1
719,08/19/2024,Lowell,1852,Home Catering,Self Delivery,10.18,113.72,35,4.9,0,3,48,0
720,08/17/2024,Nashua,3060,Home Catering,Pickup,3.4,186.95,48,4.5,1,1,54,0
721,07/22/2024,Boston,2118,Home Catering,Self Delivery,11.71,107.02,21,4.3,0,0,87,1
722,01/01/2024,Salem,1970,Home Catering,Self Delivery,12.43,167.23,71,3.6,0,2,45,2
723,01/18/2024,Concord,3301,Home Catering,Self Delivery,10.45,94.13,81,4.3,0,4,41,1
724,05/25/2024,Cambridge,2139,Home Catering,Self Delivery,3.87,32.17,52,4.6,1,6,41,1
725,01/09/2024,Salem,1970,Home Catering,Pickup,4.15,53.53,83,3.7,1,3,34,3
726,09/22/2024,Salem,1970,Home Catering,Self Delivery,14.95,188.02,20,4.8,1,3,33,3
727,03/10/2024,Portland,4101,Home Catering,Pickup,13.72,105.78,77,4.0,0,2,34,0
728,06/03/2024,Nashua,3060,Home Catering,Pickup,9.08,108.88,81,4.2,0,1,37,0
729,01/04/2024,Manchester,3103,Home Catering,Pickup,10.33,49.36,45,3.1,0,0,43,0
730,06/02/2024,Springfield,1103,Home Catering,Self Delivery,3.93,103.25,60,3.5,0,2,66,1
731,04/23/2024,Providence,2903,Home Catering,Self Delivery,8.89,158.07,41,4.4,1,6,37,3
732,04/19/2024,Portland,4101,Home Catering,Self Delivery,7.62,155.24,50,4.6,1,6,45,2
733,06/10/2024,Salem,1970,Home Catering,Pickup,10.61,57.13,56,4.8,1,3,75,2
734,01/12/2024,Boston,2118,Home Catering,Self Delivery,13.2,113.01,24,5.0,0,3,85,0
735,05/21/2024,Cambridge,2139,Home Catering,Self Delivery,5.96,193.33,49,3.1,0,2,49,1
736,10/10/2024,Cambridge,2139,Home Catering,Self Delivery,9.41,131.0,28,4.2,0,5,42,1
737,09/18/2024,Providence,2903,Home Catering,Self Delivery,4.01,170.44,75,4.4,1,3,32,2
738,10/11/2024,Boston,2118,Home Catering,Self Delivery,1.95,51.11,44,3.6,1,2,68,1
739,10/19/2024,Lowell,1852,Home Catering,Self Delivery,12.54,90.78,37,3.4,0,2,55,0
740,10/19/2024,Lowell,1852,Home Catering,Self Delivery,4.15,96.73,50,4.2,1,2,42,2
741,03/20/2024,Portland,4101,Home Catering,Self Delivery,14.62,143.2,78,3.1,0,3,38,1
742,02/18/2024,Concord,3301,Home Catering,Self Delivery,14.37,197.24,44,3.5,0,1,39,1
743,01/20/2024,Lowell,1852,Home Catering,Self Delivery,4.33,151.89,87,4.3,1,6,51,3
744,08/23/2024,Portland,4101,Home Catering,Pickup,4.27,31.92,82,4.1,1,4,23,2
745,07/01/2024,Lowell,1852,Home Catering,Self Delivery,4.37,124.44,83,3.8,1,6,64,3
746,03/20/2024,Salem,1970,Home Catering,Pickup,9.93,187.58,85,4.9,0,2,49,0
747,03/11/2024,Springfield,1103,Home Catering,Pickup,5.0,158.77,27,3.1,1,5,47,2
748,05/15/2024,Cambridge,2139,Home Catering,Self Delivery,10.51,116.05,27,4.1,0,2,33,0
749,07/06/2024,Providence,2903,Home Catering,Self Delivery,6.58,97.54,41,4.8,1,3,54,1
750,10/25/2024,Lowell,1852,Home Catering,Self Delivery,8.58,93.65,49,4.5,0,6,43,2
751,05/07/2024,Lowell,1852,Home Catering,Self Delivery,12.2,36.47,29,4.3,1,6,53,1
752,04/29/2024,Salem,1970,Home Catering,Self Delivery,8.76,188.1,27,4.1,1,5,79,2
753,05/11/2024,Worcester,1608,Home Catering,Pickup,10.03,150.06,55,3.9,1,4,48,3
754,06/02/2024,Providence,2903,Home Catering,Pickup,6.27,42.46,70,3.3,0,3,34,2
755,02/17/2024,Salem,1970,Home Catering,Pickup,13.02,196.5,24,3.7,0,1,45,0
756,10/19/2024,Portland,4101,Home Catering,Self Delivery,3.5,198.49,70,4.4,0,4,71,0
757,07/23/2024,Providence,2903,Home Catering,Self Delivery,10.93,101.2,43,4.5,0,3,85,0
758,10/18/2024,Worcester,1608,Home Catering,Pickup,8.25,57.01,57,3.3,1,4,45,4
759,04/21/2024,Nashua,3060,Home Catering,Pickup,12.2,106.23,65,4.2,0,2,68,1
760,02/09/2024,Lowell,1852,Home Catering,Self Delivery,5.12,198.36,27,4.9,1,2,67,1
761,06/15/2024,Springfield,1103,Home Catering,Self Delivery,8.03,114.74,88,4.8,0,4,88,0
762,09/04/2024,Cambridge,2139,Home Catering,Self Delivery,12.11,164.43,86,4.1,0,4,21,0
763,03/29/2024,Springfield,1103,Home Catering,Self Delivery,14.15,139.64,43,4.5,0,1,63,2
764,09/06/2024,Nashua,3060,Home Catering,Self Delivery,12.41,145.4,67,4.2,1,2,69,2
765,10/22/2024,Cambridge,2139,Home Catering,Pickup,9.94,85.52,54,4.3,1,4,33,0
766,02/18/2024,Salem,1970,Home Catering,Pickup,7.96,57.14,44,4.3,1,2,32,2
767,06/02/2024,Worcester,1608,Home Catering,Self Delivery,10.18,110.11,20,4.5,1,3,32,2
768,01/20/2024,Portland,4101,Home Catering,Pickup,4.75,108.62,55,4.4,0,5,40,1
769,10/22/2024,Boston,2118,Home Catering,Pickup,13.37,171.38,80,3.6,0,2,45,1
770,07/14/2024,Salem,1970,Home Catering,Self Delivery,6.55,54.21,26,4.1,1,2,54,2
771,02/10/2024,Cambridge,2139,Home Catering,Pickup,11.35,151.7,23,3.7,0,2,62,3
772,01/29/2024,Nashua,3060,Home Catering,Self Delivery,4.51,151.65,72,4.4,1,2,66,3
773,06/20/2024,Boston,2118,Home Catering,Pickup,2.51,75.19,43,3.8,1,4,33,2
774,06/27/2024,Cambridge,2139,Home Catering,Self Delivery,11.36,154.35,33,4.8,1,2,33,2
775,08/10/2024,Cambridge,2139,Home Catering,Self Delivery,10.91,185.67,47,4.5,1,2,76,2
776,08/01/2024,Boston,2118,Home Catering,Self Delivery,9.24,150.96,71,4.8,0,3,62,2
777,03/02/2024,Salem,1970,Home Catering,Pickup,3.17,98.98,32,4.1,1,2,46,3
778,04/26/2024,Salem,1970,Home Catering,Self Delivery,6.81,148.05,61,4.7,0,2,69,0
779,01/06/2024,Providence,2903,Home Catering,Self Delivery,6.87,53.9,57,4.4,0,2,59,0
780,07/14/2024,Boston,2118,Home Catering,Self Delivery,3.36,89.13,60,3.5,0,5,65,1
781,01/28/2024,Concord,3301,Home Catering,Pickup,2.09,198.38,44,4.8,1,4,48,1
782,06/05/2024,Providence,2903,Home Catering,Self Delivery,11.94,83.69,33,4.9,1,4,65,0
783,09/25/2024,Portland,4101,Home Catering,Self Delivery,3.21,46.06,35,4.1,1,4,24,1
784,01/22/2024,Providence,2903,Home Catering,Self Delivery,4.92,172.3,59,4.2,1,4,31,3
785,06/12/2024,Lowell,1852,Home Catering,Pickup,5.78,137.96,48,3.3,0,4,36,2
786,10/03/2024,Concord,3301,Home Catering,Pickup,9.89,34.4,56,4.2,0,0,52,0
787,10/16/2024,Salem,1970,Home Catering,Pickup,8.56,99.92,45,4.9,0,1,36,1
788,03/17/2024,Nashua,3060,Home Catering,Self Delivery,8.73,87.7,49,4.5,1,4,24,5
789,06/16/2024,Cambridge,2139,Home Catering,Self Delivery,11.53,172.41,76,3.7,0,1,24,1
790,09/14/2024,Worcester,1608,Home Catering,Self Delivery,14.45,180.05,57,4.7,1,4,50,4
791,04/23/2024,Salem,1970,Home Catering,Self Delivery,3.93,68.06,83,4.4,0,1,58,0
792,03/19/2024,Providence,2903,Home Catering,Pickup,1.16,102.7,77,3.4,0,2,20,1
793,01/26/2024,Concord,3301,Home Catering,Self Delivery,14.72,70.84,23,4.6,1,2,33,2
794,07/20/2024,Concord,3301,Home Catering,Self Delivery,5.95,100.63,52,4.9,0,1,61,1
795,08/16/2024,Lowell,1852,Home Catering,Self Delivery,1.43,170.66,62,3.7,1,4,34,3
796,10/21/2024,Springfield,1103,Home Catering,Self Delivery,5.62,124.41,50,4.7,1,7,26,4
797,09/15/2024,Worcester,1608,Home Catering,Self Delivery,6.08,94.83,89,4.3,0,3,58,0
798,02/16/2024,Salem,1970,Home Catering,Self Delivery,8.9,48.71,64,3.3,0,4,56,2
799,04/23/2024,Providence,2903,Home Catering,Pickup,8.99,142.04,41,4.5,1,5,6,5
800,08/09/2024,Concord,3301,Home Catering,Self Delivery,14.49,108.46,63,3.9,1,3,61,2
801,05/28/2024,Lowell,1852,Home Catering,Self Delivery,4.18,162.47,44,3.7,0,2,38,1
802,07/20/2024,Lowell,1852,Home Catering,Self Delivery,8.48,116.6,31,4.5,1,3,49,2
803,03/16/2024,Cambridge,2139,Home Catering,Self Delivery,5.42,100.86,79,4.3,1,2,49,2
804,03/08/2024,Salem,1970,Home Catering,Self Delivery,9.76,171.56,52,4.3,0,2,49,0
805,06/21/2024,Providence,2903,Home Catering,Self Delivery,14.89,198.02,25,3.8,0,4,29,2
806,02/12/2024,Boston,2118,Home Catering,Pickup,2.29,71.01,30,4.3,0,1,44,2
807,08/31/2024,Providence,2903,Home Catering,Self Delivery,14.44,134.95,61,3.7,0,5,82,2
808,10/19/2024,Lowell,1852,Home Catering,Self Delivery,10.67,35.95,40,3.6,0,2,27,1
809,01/26/2024,Cambridge,2139,Home Catering,Pickup,5.68,69.86,44,4.6,0,3,88,1
810,10/07/2024,Providence,2903,Home Catering,Self Delivery,11.84,182.46,54,3.2,0,6,44,2
811,07/23/2024,Providence,2903,Home Catering,Self Delivery,4.79,163.56,65,3.8,0,3,60,0
812,05/14/2024,Lowell,1852,Home Catering,Self Delivery,10.74,160.69,24,4.8,1,3,33,1
813,02/13/2024,Nashua,3060,Home Catering,Self Delivery,12.5,79.12,68,5.0,1,7,44,0
814,07/23/2024,Portland,4101,Home Catering,Self Delivery,14.12,110.67,29,4.8,1,3,39,2
